Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,447515,-,-,-,31.77,-106.5,0,1264,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2010,1,1,0,30,3.5,1.4000000000000001,0.021,0.61,0,0,0,0,0,-9.700000000000001,0,0,0,0,0.28300000000000003,37.56,94.15,0.91,0.19,881,0.30000000000000004,62,1.2000000000000002,0.0000,0.0000
2010,1,1,1,30,2.3000000000000003,1.42,0.021,0.61,0,0,0,0,0,-9.5,0,0,0,0,0.281,41.36,106.05,0.91,0.19,882,0.30000000000000004,96,1.4000000000000001,0.0000,0.0000
2010,1,1,2,30,0.5,1.43,0.022,0.61,0,0,0,0,0,-8.9,0,0,0,0,0.279,49.42,118.4,0.91,0.19,882,0.4,111,1.6,0.0000,0.0000
2010,1,1,3,30,-1,1.44,0.022,0.61,0,0,0,0,0,-8.1,0,0,0,0,0.278,58.56,131.03,0.92,0.19,882,0.4,117,1.8,0.0000,0.0000
2010,1,1,4,30,-2.2,1.43,0.023,0.61,0,0,0,0,0,-7.2,0,0,0,0,0.277,68.43,143.77,0.92,0.19,883,0.4,122,1.9000000000000001,0.0000,0.0000
2010,1,1,5,30,-3.1,1.43,0.024,0.61,0,0,0,0,0,-6.5,0,0,0,0,0.277,77.48,156.33,0.92,0.19,883,0.4,125,1.9000000000000001,0.0000,0.0000
2010,1,1,6,30,-3.9000000000000004,1.43,0.024,0.61,0,0,0,0,0,-5.9,0,0,0,0,0.276,85.66,167.63,0.92,0.19,883,0.4,127,1.8,0.0000,0.0000
2010,1,1,7,30,-4.5,1.44,0.024,0.61,0,0,0,0,0,-5.6000000000000005,0,0,0,0,0.276,91.74,170.12,0.92,0.19,883,0.4,130,1.6,0.0000,0.0000
2010,1,1,8,30,-4.800000000000001,1.43,0.024,0.61,0,0,0,0,0,-5.5,0,0,0,0,0.275,94.92,160.13,0.92,0.19,883,0.4,135,1.5,0.0000,0.0000
2010,1,1,9,30,-4.800000000000001,1.43,0.025,0.61,0,0,0,0,0,-5.4,0,0,0,0,0.275,95.36,147.75,0.92,0.19,882,0.4,141,1.3,0.0000,0.0000
